col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
D. W. Aha, D. Kibler," and M. K. Albert.	Instance-based learning algorithms.	6	37-66","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?","	1991.	?"
D. W. Aha, D. Kibler," and M. K. Albert.	Instance-based learning algorithms.	6	37-66","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?","	1991.	?"
David W. Aha, Dennis Kibler," and Mark K. Albert.	Instance-based learning algorithms.	6	37-66","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?","	1991.	?"
David W. Aha, Dennis Kibler," and Mark K. Albert.	Instance-based learning algorithms.	6	37-66","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?","	1991.	?"
D. W. Aha, D. Kibler," and M. K. Albert.	Instance-based learning algorithms.	6	37-66","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?","	1991.	?"
Utgoff, P.E. and Brodley," C.E.	Linear machine decision trees.	?","	?","	?","	?","	?","	Amherst MA.	?","	?","	?","	?","	University of Massachusetts","	?","	1991.	Technical Report 10"
Utgoff, P.E. and Brodley," C.E.	Linear machine decision trees.	?","	?","	?","	?","	?","	Amherst MA.	?","	?","	?","	?","	University of Massachusetts","	?","	1991.	Technical Report 10"
"Paul E. Utgoff and Carla E. Brodley.	Linear machine decision trees.	?","	?","	?","	?","	?","	University of Massachusetts", Amherst MA,"	?","	?","	?","	?","	?","	?","	1991.	Technical Report 10"
"Paul E. Utgoff and Carla E. Brodley.	Linear machine decision trees.	?","	?","	?","	?","	?","	University of Massachusetts", Amherst MA,"	?","	?","	?","	?","	?","	?","	1991.	Technical Report 10"
"Paul E. Utgoff and Carla E. Brodley.	Linear machine decision trees.	?","	?","	?","	?","	?","	University of Massachusetts", Amherst MA,"	?","	?","	?","	?","	?","	?","	1991.	Technical Report 10"
"Paul E. Utgoff and Carla E. Brodley.	Linear machine decision trees.	?","	?","	?","	?","	?","	University of Massachusetts", Amherst MA,"	?","	?","	?","	?","	?","	?","	1991.	Technical Report 10"
"Paul E. Utgoff and Carla E. Brodley.	Linear machine decision trees.	?","	?","	?","	?","	?","	University of Massachusetts", Amherst MA,"	?","	?","	?","	?","	?","	?","	1991.	Technical Report 10"
"Paul E. Utgoff and Carla E. Brodley.	Linear machine decision trees.	?","	?","	?","	?","	?","	University of Massachusetts", Amherst MA,"	?","	?","	?","	?","	?","	?","	1991.	Technical Report 10"
"Paul E. Utgoff and Carla E. Brodley.	Linear machine decision trees.	?","	?","	?","	?","	?","	University of Massachusetts", Amherst MA,"	?","	?","	?","	?","	?","	?","	1991.	Technical Report 10"
"Paul E. Utgoff and Carla E. Brodley.	Linear machine decision trees.	?","	?","	?","	?","	?","	University of Massachusetts", Amherst MA,"	?","	?","	?","	?","	?","	?","	1991.	Technical Report 10"
"Paul E. Utgoff and Carla E. Brodley.	Linear machine decision trees.	?","	?","	?","	?","	?","	?","	?","	?","	?","	?","	University of Massachusetts", Amherst MA,"	?","	1991.	Technical Report 10"
M. Pazzani & D. Kibler,"	The Utility of Knowledge in Inductive Learning","	9","	57-94.	?","	Machine Learning ","	?","	?","	?","	?","	?","	?","	?","	?","	1992"
Fawcett, T. and Utgoff," P.	Automatic feature Generation for Problem Solving Systems.	?","	pages 144-153","	?","	?","	Morgan Kaufmann.	UK","	?","	In Proceedings of the Ninth International Conference on Machine Learning","	?","	?","	University of Aberdeen","	?","	1992.	?"
Fawcett, T. and Utgoff," P.	Automatic feature Generation for Problem Solving Systems.	?","	pages 144-153","	?","	?","	Morgan Kaufmann.	UK","	?","	In Proceedings of the Ninth International Conference on Machine Learning","	?","	?","	University of Aberdeen","	?","	1992.	?"
Fawcett, T. and Utgoff," P.	Automatic feature Generation for Problem Solving Systems.	?","	pages 144-153","	?","	?","	Morgan Kaufmann.	UK","	?","	In Proceedings of the Ninth International Conference on Machine Learning","	?","	?","	University of Aberdeen","	?","	1992.	?"
Pazzani, M. and Kibler," D.	The utility of knowledge in inductive learning.	9(1):	57-94","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?","	1992.	?"
Pazzani, M. and Kibler," D.	The utility of knowledge in inductive learning.	9(1):	57-94","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?","	1992.	?"
Pazzani, M., and Kibler," D.	The utility of background knowledge in inductive learning.	?","	57-94.	?","	?","	?","	?","	?","	Machine Learning 9	?","	?","	?","	?","	1992.	?"
(Aha and Goldstone, 1992) Aha, D. W. and Gold stone," R. L.	Concept learning and flexible weighting.	?","	534-539.	?","	?","	Lawrence Erl-baum Associates.	IN.	?","	In Proceedings of the Fourteenth Annual Conference of the Cognitive Science       Society","     	?","	?","	Indiana Univeristy", Bloomington,"	?","	1992.	?"
(Aha and Goldstone, 1992) Aha, D. W. and Gold-stone," R. L.	Concept learning and flexible weighting.	?","	534-539.	?","	?","	Lawrence Erl-baum Associates.	IN.	?","	In Proceedings of the Fourteenth Annual Conference of the Cognitive Science       Society","     	?","	?","	Indiana Univeristy", Bloomington,"	?","	1992.	?"
Cardie," C.	Using Decision Trees to Improve Case-Based Learning.	?","	?","	?","	?","	?","	Amherst"," MA.	?","	Proceedings"," Tenth International Conference on Machine Learning.	in P. Utgoff (Ed.)","	?","	University of Mas-sachusetts","	?","	1993.	?"
Cardie," C.	Using Decision Trees to Improve Case-Based Learning.	?","	?","	?","	?","	?","	Amherst"," MA.	?","	Proceedings"," Tenth International Conference on Machine Learning.	IN P. Utgoff (Ed.)","	?","	University of Mas-sachusetts","	?","	1993.	?"
Cardie," C.	Using Decision Trees to Improve Case-Based Learning.	?","	?","	?","	?","	?","	Amherst"," MA.	?","	Proceedings"," Tenth International Conference on Machine Learning.	IN P. Utgoff (Ed.)","	?","	University of Mas-sachusetts","	?","	1993.	?"
Cardie," C.	Using Decision Trees to Improve Case-Based Learning.	?","	?","	?","	?","	?","	Amherst"," MA.	?","	Proceedings"," Tenth International Conference on Machine Learning.	in P. Utgoff (Ed.)","	?","	University of Mas-sachusetts","	?","	1993.	?"
"C. Cardie.	Using Decision Trees to Improve Case-Based Learning.	?","	pages 25-32","	?","	?","	Morgan Kaufmann.	Amherst", MA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In P. Utgoff", editor,"	?","	University of Massachusetts","	?","	1993.	?"
"C. Cardie.	Using Decision Trees to Improve Case-Based Learning.	?","	pages 25-32","	?","	?","	Morgan Kaufmann.	Amherst", MA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In P. Utgoff", editor,"	?","	University of Massachusetts","	?","	1993.	?"
"C. Cardie.	Using Decision Trees to Improve Case-Based Learning.	?","	pages 25-32","	?","	?","	Morgan Kaufmann.	Amherst", MA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In P. Utgoff", editor,"	?","	University of Massachusetts","	?","	1993.	?"
"R. Caruana.	Multitask learning: A knowledge-based of source of inductive bias.	?","	pages 41-48","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In Paul E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"R. Caruana.	Multitask learning: A knowledge-based of source of inductive bias.	?","	pages 41-48","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In Paul E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"R. Caruana.	Multitask learning: A knowledge-based of source of inductive bias.	?","	pages 41-48","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In Paul E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"Richard Caruana.	Multitask learning: A knowledge-based of source of inductive bias.	?","	pages 41-48","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In Paul E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"Richard Caruana.	Multitask learning: A knowledge-based of source of inductive bias.	?","	pages 41-48","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In Paul E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"Richard Caruana.	Multitask learning: A knowledge-based of source of inductive bias.	?","	pages 41-48","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In Paul E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"R. Caruana.	Multitask learning: A knowledge-based of source of inductive bias.	?","	pages 41-48","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In P. E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"R. Caruana.	Multitask learning: A knowledge-based of source of inductive bias.	?","	pages 41-48","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In P. E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"R. Caruana.	Multitask learning: A knowledge-based of source of inductive bias.	?","	pages 41-48","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In P. E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"R. Caruana.	Multitask learning: A knowledge-based of source of inductive bias.	?","	pages 41-48","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In P. E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"R. Caruana.	Multitask learning: A knowledge-based of source of inductive bias.	?","	pages 41-48","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In P. E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"R. Caruana.	Multitask learning: A knowledge-based of source of inductive bias.	?","	pages 41-48","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In P. E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"Scott B. Huffman and John E. Laird.	Learning procedures from inter-active natural language instructions.	?","	?","	?","	?","	?","	?","	?","	Machine Learning: Proceedings of the Tenth International Conference","	In P. Utgoff", editor,"	?","	?","	?","	1993.	?"
"Scott B. Huffman and John E. Laird.	Learning procedures from inter-active natural language instructions.	?","	?","	?","	?","	?","	?","	?","	Machine Learning: Proceedings of the Tenth International Conference","	In P. Utgoff", editor,"	?","	?","	?","	1993.	?"
"Scott B. Huffman and John E. Laird.	Learning procedures from inter-active natural language instructions.	?","	?","	?","	?","	?","	?","	?","	Machine Learning: Proceedings of the Tenth International Conference","	In P. Utgoff", editor,"	?","	?","	?","	1993.	?"
"Scott B. Huffman and John E. Laird.	Learning procedures from interactive natural language instructions.	?","	?","	?","	?","	?","	?","	?","	Machine Learning: Proceedings of the Tenth International Conference","	In P. Utgoff", editor,"	?","	?","	?","	1993.	?"
"L. P. Kaelbling.	Hierarchical learning in stochastic domains: Preliminary results.	?","	pages 167173","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In P. E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"L. P. Kaelbling.	Hierarchical learning in stochastic domains: Preliminary results.	?","	pages 167173","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In P. E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"L. P. Kaelbling.	Hierarchical learning in stochastic domains: Preliminary results.	?","	pages 167173","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In P. E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"R. Andrew McCallum.	Overcoming incomplete perception with utile distinction memory.	?","	pages 190-196","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In Paul E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"Tom M. Mitchell and Sebastian Thrun.	Explanation based learning: A comparison of symbolic and neural network approaches.     	?","	pages 197-204","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In Paul E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"Tom M. Mitchell and Sebastian Thrun.	Explanation based learning: A comparison of symbolic and neural network approaches.     	?","	pages 197-204","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In Paul E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"Tom M. Mitchell and Sebastian Thrun.	Explanation based learning: A comparison of symbolic and neural network approaches.     	?","	pages 197-204","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In Paul E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"Tom M. Mitchell and Sebastian Thrun.	Explanation based learning: A comparison of symbolic and neural network approaches.     	?","	pages 197-204","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In Paul E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"Tom M. Mitchell and Sebastian Thrun.	Explanation based learning: A comparison of symbolic and neural network approaches.     	?","	pages 197-204","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Tenth International Conference on Machine Learning","	In Paul E. Utgoff", editor,"	?","	?","	?","	1993.	?"
"Quinlan J. R.	Combining instance-based and model-based learning.	?","	?","	?","	?","	Morgan Kaufmann.	San Mateo", CA,"	?","	Proceedings of the Machine Learning Conference -93","	In P. E. Utgoff", editor,"	?","	?","	?","	1993.	?"
Q. Zheng,"	Real-time Fault-tolerant Communication in Computer Networks","	?","	?","	?","	?","	?","	?","	PostScript version of the thesis is available via anonymous FTP from ftp.eecs.umich.edu in       directory outgoing/zheng. 14     	?","	?","	?","	University of Michigan","	?","	1993.	PhD thesis"
Q. Zheng,"	Real-time Fault-tolerant Communication in Computer Networks","	?","	?","	?","	?","	?","	University of Michigan","	Available via anonymous ftp from ftp.eecs.umich.edu in directory outgoing/zheng.	?","	?","	?","	?","	?","	1993.	PhD thesis"
Q. Zheng,"	Real-time Fault-tolerant Communication in Computer Networks","	?","	?","	?","	?","	?","	University of Michigan","	PostScript version of the thesis is available via anonymous FTP from ftp.eecs.umich.edu in       directory outgoing/zheng.     	?","	?","	?","	?","	?","	1993.	PhD thesis"
Q. Zheng,"	Real-time Fault-tolerant Communication in Computer Networks","	?","	?","	?","	?","	?","	University of Michigan","	PostScript version of the thesis is available via anonymous FTP from ftp.eecs.umich.edu in       directory outgoing/zheng.     	?","	?","	?","	?","	?","	1993.	PhD thesis"
B. A. Draper, Carla E. Brodley," and Paul E. Utgoff.	Goal-directed classification using linear machine decision trees.	16(9)	:888","	?","	IEEE Trans. on Pattern Analysis and Machine Intelligence","	?","	?","	?","	?","	?","	?","	?","	?","	1994.	?"
B. A. Draper, Carla E. Brodley," and Paul E. Utgoff.	Goal-directed classification using linear machine decision trees.	16(9)	:888","	?","	IEEE Trans. on Pattern Analysis and Machine Intelligence","	?","	?","	?","	?","	?","	?","	?","	?","	1994.	?"
B. A. Draper, Carla E. Brodley," and Paul E. Utgoff.	Goal-directed classification using linear machine decision trees.	16(9):	888","	?","	IEEE Transactions on Pattern Analysis and Machine Intelligence","	?","	?","	?","	?","	?","	?","	?","	?","	1994.	?"
B. A. Draper, Carla E. Brodley," and Paul E. Utgoff.	Goal-directed classification using linear machine decision trees.	16(9)	:888","	?","	IEEE Transactions on Pattern Analysis and Machine Intelligence","	?","	?","	?","	?","	?","	?","	?","	?","	1994.	?"
B. A. Draper, Carla E. Brodley," and Paul E. Utgoff.	Goal-directed classification using linear machine decision trees.	16(9)	:888","	?","	IEEE Transactions on Pattern Analysis and Machine Intelligence","	?","	?","	?","	?","	?","	?","	?","	?","	1994.	?"
B. A. Draper, Carla E. Brodley," and Paul E. Utgoff.	Goal-directed classification using linear machine decision trees.	16(9)	:888","	?","	IEEE Transactions on Pattern Analysis and Machine Intelligence","	?","	?","	?","	?","	?","	?","	?","	?","	1994.	?"
B. A. Draper, Carla E. Brodley," and Paul E. Utgoff.	Goal-directed classification using linear machine decision trees.	16(9)	:888","	?","	IEEE Transactions on Pattern Analysis and Machine Intelligence","	?","	?","	?","	?","	?","	?","	?","	?","	1994.	?"
B. A. Draper, Carla E. Brodley," and Paul E. Utgoff.	Goal-directed classification using linear machine decision trees.	16(9)	:888","	?","	IEEE Transactions on Pattern Analysis and Machine Intelligence","	?","	?","	?","	?","	?","	?","	?","	?","	1994.	?"
B. A. Draper, Carla E. Brodley," and Paul E. Utgoff.	Goal-directed classification using linear machine decision trees.	16(9)	:888","	?","	IEEE Transactions on Pattern Analysis and Machine Intelligence","	?","	?","	?","	?","	?","	?","	?","	?","	1994.	?"
B. A. Draper, Carla E. Brodley," and Paul E. Utgoff.	Goal-directed classification using linear machine decision trees.	16(9)	:888","	?","	IEEE Transactions on Pattern Analysis and Machine Intelligence","	?","	?","	?","	?","	?","	?","	?","	?","	1994.	?"
B. A. Draper, Carla E. Brodley," and Paul E. Utgoff.	Goal-directed classification using linear machine decision trees.	16(9)	:888","	?","	IEEE Transactions on Pattern Analysis and Machine Intelligence","	?","	?","	?","	?","	?","	?","	?","	?","	1994.	?"
B. Draper, C. E. Brodley," and P. Utgoff.	Goal-directed Classification Using Linear Machine Decision Trees.	16(9):	?","	?","	IEEE Trans. on Pattern Analysis and Machine Intelligence","	?","	?","	?","	?","	?","	?","	?","	?","	1994.	?"
