address,authors,authors_original,booktitle,date,editor,editors_original,id,institution,journal,month,note,pages,publisher,tech,title,type,volume,year
university of massachussetts ,c e brodley and p e utgoff ,c e brodley and p e utgoff ,,,,,1159,department of computer science ,,,,,,,multivariate versus univariate decision trees ,tr 8 ,,1992
amherst ,carla e brodley and paul utgoff ,carla e brodley and paul utgoff ,,,,,1160,university of massachusetts ,,,,,,,multivariate decision trees ,technical report masscs 92 93 ,,1992
amherst ,carla e brodley and paul utgoff ,carla e brodley and paul utgoff ,,,,,1161,university of massachusetts ,,,,,,,multivariate decision trees ,technical report masscs 92 93 ,,1992
,brodley c e and utgoff p e ,brodley c e and utgoff p e ,,,,,1162,department of computer sciences university of massachussetts ,,,,,,,multivariate versus univariate decision trees ,technical report ,,1992
,brodley c e and utgoff p e ,brodley c e and utgoff p e ,,,,,1163,department of computer sciences university of massachussetts ,,,,,,,multivariate versus univariate decision trees ,technical report ,,1992
university of massachusetts amherst ma ,c e brodley and p e utgoff ,c e brodley and p e utgoff ,,,,,1164,department of computer science ,,,,,,,multivariate versus univariate decision trees ,coins technical report 92 8 ,,
,c e brodley and p e utgoff ,c e brodley and p e utgoff ,,,,,1165,,machine learning ,,,,,,goal directed classification using linear machine decision trees ,,,1994
,c e brodley and p e utgoff ,c e brodley and p e utgoff ,,,,,1166,,machine learning ,,,,,,goal directed classification using linear machine decision trees ,,,1994
,c e brodley and p e ut goff ,c e brodley and p e ut goff ,,,,,1167,,machine learning ,,,,,,goal directed classification using linear machine decision trees ,,,page 1994 
,b draper c e brodley and p utgoff ,b draper c e brodley and p utgoff ,,,,,1168,,ieee trans on pattern analysis and machine intelligence ,,,,,,goal directed classification using linear machine decision trees ,,,1994
,c e brodley and p e utgoff ,c e brodley and p e utgoff ,,,,,1169,,machine learning ,,,,,,goal directed classification using linear machine decision trees ,,,1994
,carla e brodley and paul e utgoff ,carla e brodley and paul e utgoff ,,,,,1170,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19,1995
,carla e brodley and paul e utgoff ,carla e brodley and paul e utgoff ,,,,,1171,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19,1995
,brodley c e utgoff p e ,brodley c e utgoff p e ,,,,,1172,,machine learning ,,,,forthcoming ,, multivariate decision trees ,,,
,brodley c e and utgoff p e ,brodley c e and utgoff p e ,,,,,1173,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19,1995
,brodley c e and utgoff p e ,brodley c e and utgoff p e ,,,,,1174,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19,1995
,brodley c e and utgoff p e ,brodley c e and utgoff p e ,,,,,1175,,machine learning,,,45 77 ,,,multivariate decision trees ,,19,1995
,brodley c e and utgoff p e ,brodley c e and utgoff p e ,,,,,1176,,machine learning,,,45 77 ,,,multivariate decision trees ,,19,1995
,brodley c e and utgoff p e ,brodley c e and utgoff p e ,,,,,1177,,machine learning,,,45 77 ,,,multivariate decision trees ,,19,1995
,brodley c e utgoff p e ,brodley c e utgoff p e ,,,,,1178,,machine learning ,,,,,, in press multivariate decision trees ,,,
,brodley c e utgoff p e ,brodley c e utgoff p e ,,,,,1179,,machine learning ,,,,,,multivariate decision trees ,,,1994
,brodley c e utgoff p e ,brodley c e utgoff p e ,,,,,1180,,machine learning ,,,,,,multivariate decision trees ,,,1994
,brodley c e utgoff p e ,brodley c e utgoff p e ,,,,,1181,,machine learning ,,,,,,multivariate decision trees ,,,1994
,brodley c e utgoff p e ,brodley c e utgoff p e ,,,,,1182,,machine learning ,,,,,,multivariate decision trees ,,,1994
,brodley c e utgoff p e ,brodley c e utgoff p e ,,,,,1183,,machine learning ,,,,,,multivariate decision trees ,,,1994
,brodley c e utgoff p e ,brodley c e utgoff p e ,,,,,1184,,machine learning ,,,,,,multivariate decision trees ,,,1994
,brodley c e utgoff p e ,brodley c e utgoff p e ,,,,,1185,,machine learning ,,,,,,multivariate decision trees ,,,1994
,brodley c e utgoff p e ,brodley c e utgoff p e ,,,,,1186,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19 1 ,1995
,brodley c e utgoff p e ,brodley c e utgoff p e ,,,,,1187,,in machine learning ,,,45 77 ,,,multivariate decision trees ,,19,1995
,brodley c e and utgoff p e ,brodley c e and utgoff p e ,,,,,1188,,machine learning,,,45 77 ,,,multivariate decision trees ,,19,1995
,brodley c e and utgoff p e ,brodley c e and utgoff p e ,,,,,1189,,machine learning,,,45 77 ,,,multivariate decision trees ,,19,1995
,brodley c e and utgoff p e ,brodley c e and utgoff p e ,,,,,1190,,machine learning ,,,pp 45 77 ,,,multivariate decision trees ,,19,1995
,c e brodley and p e utgoff ,c e brodley and p e utgoff ,,,,,1191,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19 1 ,1995
,brodley c e and utgoff p e ,brodley c e and utgoff p e ,,,,,1192,,machine learning ,,,,,,multivariate decision trees ,,,
,c e brodley and p e utgoff ,c e brodley and p e utgoff ,,,,,1193,,machine learning ,,,pp 45 57 ,,,multivariate decision trees ,,,1995
,c e brodley and p e utgoff ,c e brodley and p e utgoff ,,,,,1194,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19 1 ,1995
,brodley c e and utgoff p e ,brodley c e and utgoff p e ,,,,,1195,,machine learning ,,,,,,multivariate decision trees ,,,1994
,carla brodley and paul utgoff ,carla brodley and paul utgoff ,,,,,1196,,,,submitted to machine learning ,,,,linear machine decision trees ,,,
,carla e brodley and paul e utgoff ,carla e brodley and paul e utgoff ,,,,,1197,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19,1995
,carla e brodley and paul e utgoff ,carla e brodley and paul e utgoff ,,,,,1198,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19,1995
,carla e brodley and paul e utgoff ,carla e brodley and paul e utgoff ,,,,,1199,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19,1995
,carla e brodley and paul e utgoff ,carla e brodley and paul e utgoff ,,,,,1200,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19,1995
,carla e brodley and paul e utgoff ,carla e brodley and paul e utgoff ,,,,,1201,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19,1995
,carla e brodley and paul e utgoff ,carla e brodley and paul e utgoff ,,,,,1202,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19,1995
,carla e brodley and paul e utgoff ,carla e brodley and paul e utgoff ,,,,,1203,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19,1995
,carla e brodley and paul e utgoff ,carla e brodley and paul e utgoff ,,,,,1204,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19,1995
,carla e brodley and paul e utgoff ,carla e brodley and paul e utgoff ,,,,,1205,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19,1995
,c e brodley and p e utgoff ,c e brodley and p e utgoff ,,,,,1206,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19 1 ,1995
,c e brodley and p e utgoff ,c e brodley and p e utgoff ,,,,,1207,,machine learning ,,,,,,multivariate decision trees ,,,1995
,c brodley and p utgoff ,c brodley and p utgoff ,,,,,1208,,machine learning ,,,,,,multivariate trees ,,19,1995
,c e brodley and p e utgoff ,c e brodley and p e utgoff ,,,,,1209,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19 1 ,1995
,c e brodley and p e utgoff ,c e brodley and p e utgoff ,,,,,1210,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19 1 ,1995
,brodley c e and utgoff p e ,brodley c e and utgoff p e ,,,,,1211,,machine learning ,,,,,,multivariate decision trees ,,,1994
,carla e brodley and paul e utgoff ,carla e brodley and paul e utgoff ,,,,,1212,,machine learning ,,,45 78 ,,,multivariate decision trees ,,19 1 ,1995
,c e brodley and p e utgoff ,c e brodley and p e utgoff ,,,,,1213,,machine learning ,,,45 77 ,,,multivariate decision trees ,,19,
,c brodley p utgoff ,c brodley p utgoff ,,,,,1214,,machine learning ,,,,,,multivriate decision trees ,,,
evanston ,callan j p and utgoff p e ,callan j p and utgoff p e ,proceedings of the eight international workshop on machine learning ,,,,1215,,,,,pp 122 126 ,,,a transformational approach to constructive induction ,,,1991
northwestern university chicago il ,callan j and utgoff p ,callan j and utgoff p ,in proceedings of the eighth international workshop on machine learning ,,,,1216,,,,,pages 122 126 ,morgan kauf mann ,,a transformational approach to constructive induction ,,,1991
northwestern university chicago il ,callan j and utgoff p ,callan j and utgoff p ,in proceedings of the eighth international workshop on machine learning ,,,,1217,,,,,pages 122 126 ,morgan kauf mann ,,a transformational approach to constructive induction ,,,1991
northwestern university chicago il ,callan j and utgoff p ,callan j and utgoff p ,in proceedings of the eighth international workshop on machine learning ,,,,1218,,,,,pages 122 126 ,morgan kauf mann ,,a transformational approach to constructive induction ,,,1991
,j callan and p utgoff ,j callan and p utgoff ,in proceedings of the eighth international workshop on machine learning ,,,,1219,,,,,pages 122 126 ,morgan kaufmann ,,a transformational approach to constructive induction ,,,1991
,j callan and p utgoff ,j callan and p utgoff ,in proceedings of the eighth international workshop on machine learning ,,,,1220,,,,,pages 122 126 ,morgan kaufmann ,,a transformational approach to constructive induction ,,,1991
san mateo ca ,j p callan and p e utgoff ,j p callan and p e utgoff ,proceedings of the eighth international workshop on machine learning ,,,,1221,,,,,122 126 ,morgan kaufmann ,,a transformational approach to constructive induction ,,,
anaheim ca ,callan j p utgoff p e ,callan j p utgoff p e ,proceedings of the ninth national conference on artificial intelligence,,,,1222,,,,,pp 614 619 ,mit press ,,constructive induction on domain knowl edge ,,,1991
anaheim ca ,callan j p utgoff p e ,callan j p utgoff p e ,proceedings of the ninth national conference on artificial intelligence,,,,1223,,,,,pp 614 619,mit press ,,constructive induction on domain knowledge ,,,1991
,j p callan and p e utgoff ,j p callan and p e utgoff ,in proceedings of the ninth national conference on artificial intelligence ,,,,1224,,,,,pages 614 619 ,,,constructive induction on domain knowledge ,,,1991
amherst ma ,c cardie ,c cardie ,proceedings of the tenth international conference on machine learning ,,in p utgoff editor ,,1225,university of massachusetts ,,,,pages 25 32 ,morgan kaufmann ,,using decision trees to improve case based learning ,,,1993
amherst ma ,c cardie ,c cardie ,proceedings of the tenth international conference on machine learning ,,in p utgoff editor ,,1226,university of massachusetts ,,,,pages 25 32 ,morgan kaufmann ,,using decision trees to improve case based learning ,,,1993
amherst ma ,c cardie ,c cardie ,proceedings of the tenth international conference on machine learning ,,in p utgoff editor ,,1227,university of massachusetts ,,,,pages 25 32 ,morgan kaufmann ,,using decision trees to improve case based learning ,,,1993
amherst ma ,cardie c ,cardie c ,proceedings tenth international conference on machine learning ,,in p utgoff ed ,,1228,university of mas sachusetts ,,,,,,,using decision trees to improve case based learning ,,,1993
amherst ma ,cardie c ,cardie c ,proceedings tenth international conference on machine learning ,,in p utgoff ed ,,1229,university of mas sachusetts ,,,,,,,using decision trees to improve case based learning ,,,1993
amherst ma ,cardie c ,cardie c ,proceedings tenth international conference on machine learning ,,in p utgoff ed ,,1230,university of mas sachusetts ,,,,,,,using decision trees to improve case based learning ,,,1993
amherst ma ,cardie c ,cardie c ,proceedings tenth international conference on machine learning ,,in p utgoff ed ,,1231,university of mas sachusetts ,,,,,,,using decision trees to improve case based learning ,,,1993
amherst ma ,cardie c ,cardie c ,proceedings of the tenth international conference on machine learning ,,in utgoff p editor ,,1232,university of massachusetts ,,,,pages 25 32 ,morgan kaufmann ,,using decision trees to improve case based learning ,,,1993
amherst ma ,cardie c ,cardie c ,proceedings of the tenth international conference on machine learning ,,in utgoff p editor ,,1233,university of massachusetts ,,,,pages 25 32 ,morgan kaufmann ,,using decision trees to improve case based learning ,,,1993
amherst ma ,cardie c ,cardie c ,proceedings of the tenth international conference on machine learning ,,in utgoff p editor ,,1234,university of massachusetts ,,,,pages 25 32 ,morgan kaufmann ,,using decision trees to improve case based learning ,,,1993
san mateo ca ,r caruana ,r caruana ,proceedings of the tenth international conference on machine learning ,,in paul e utgoff editor ,,1235,,,,,pages 41 48 ,morgan kaufmann ,,multitask learning a knowledge based of source of inductive bias ,,,1993
san mateo ca ,r caruana ,r caruana ,proceedings of the tenth international conference on machine learning ,,in paul e utgoff editor ,,1236,,,,,pages 41 48 ,morgan kaufmann ,,multitask learning a knowledge based of source of inductive bias ,,,1993
san mateo ca ,r caruana ,r caruana ,proceedings of the tenth international conference on machine learning ,,in paul e utgoff editor ,,1237,,,,,pages 41 48 ,morgan kaufmann ,,multitask learning a knowledge based of source of inductive bias ,,,1993
san mateo ca ,richard caruana ,richard caruana ,proceedings of the tenth international conference on machine learning ,,in paul e utgoff editor ,,1238,,,,,pages 41 48 ,morgan kaufmann ,,multitask learning a knowledge based of source of inductive bias ,,,1993
san mateo ca ,richard caruana ,richard caruana ,proceedings of the tenth international conference on machine learning ,,in paul e utgoff editor ,,1239,,,,,pages 41 48 ,morgan kaufmann ,,multitask learning a knowledge based of source of inductive bias ,,,1993
san mateo ca ,richard caruana ,richard caruana ,proceedings of the tenth international conference on machine learning ,,in paul e utgoff editor ,,1240,,,,,pages 41 48 ,morgan kaufmann ,,multitask learning a knowledge based of source of inductive bias ,,,1993
san mateo ca ,richard caruana ,richard caruana ,proceedings of the tenth international conference on machine learning ,,in paul e utgoff editor ,,1241,,,,,pages 41 48 ,morgan kaufmann ,,multitask learning a knowledge based of source of inductive bias ,,18,1993
san mateo ca ,richard caruana ,richard caruana ,proceedings of the tenth international conference on machine learning ,,in paul e utgoff editor ,,1242,,,,,pages 41 48 ,morgan kaufmann ,,multitask learning a knowledge based of source of inductive bias ,,18,1993
